,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount,Tiers
1073,T4_POTION_ENERGY,https://render.albiononline.com/v1/item/T4_POTION_ENERGY,Energy Potion ,,210,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,24.0,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,6.0,,,,,,,,,,
1074,T4_POTION_ENERGY@1,https://render.albiononline.com/v1/item/T4_POTION_ENERGY@1,Energy Potion 1,,210,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,24.0,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,6.0,https://render.albiononline.com/v1/item/T4_ESSENCE_POTION,Adept's Arcane Essence,9.0,,,,,,,1
1075,T4_POTION_HEAL,https://render.albiononline.com/v1/item/T4_POTION_HEAL,Healing Potion ,,210,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,24.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,6.0,,,,,,,,,,
1076,T4_POTION_HEAL@1,https://render.albiononline.com/v1/item/T4_POTION_HEAL@1,Healing Potion 1,,210,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,24.0,https://render.albiononline.com/v1/item/T3_EGG,Hen Eggs,6.0,https://render.albiononline.com/v1/item/T4_ESSENCE_POTION,Adept's Arcane Essence,9.0,,,,,,,1
1077,T4_RANDOM_DUNGEON_SOLO_TOKEN_1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_1,Adept's Dungeon Map ,,,,,,,,,,,,,,,,,,
1078,T4_RANDOM_DUNGEON_SOLO_TOKEN_2,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Adept's Dungeon Map ,,,,,,,,,,,,,,,,,,
1079,T4_RANDOM_DUNGEON_SOLO_TOKEN_3,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Adept's Dungeon Map ,,,,,,,,,,,,,,,,,,
1080,T4_RANDOM_DUNGEON_SOLO_TOKEN_4,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Adept's Dungeon Map ,,,,,,,,,,,,,,,,,,
1081,T4_RANDOM_DUNGEON_TOKEN_1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_TOKEN_1,Adept's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_1,Adept's Dungeon Map (Solo),5.0,,,,,,,,,,,,,
1082,T4_RANDOM_DUNGEON_TOKEN_2,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_TOKEN_2,Uncommon Adept's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Adept's Dungeon Map (Solo),5.0,,,,,,,,,,,,,
1083,T4_RANDOM_DUNGEON_TOKEN_3,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_TOKEN_3,Rare Adept's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Adept's Dungeon Map (Solo),5.0,,,,,,,,,,,,,
1084,T4_RANDOM_DUNGEON_TOKEN_4,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_TOKEN_4,Exceptional Adept's Dungeon Map ,,1,https://render.albiononline.com/v1/item/T4_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Adept's Dungeon Map (Solo),5.0,,,,,,,,,,,,,
1085,T4_RELIC,https://render.albiononline.com/v1/item/T4_RELIC,Adept's Relic ,,,https://render.albiononline.com/v1/item/T4_SOUL,Adept's Soul,1.0,,,,,,,,,,,,,
1086,T4_ROCK,https://render.albiononline.com/v1/item/T4_ROCK,Travertine ,,,,,,,,,,,,,,,,,,
1087,T4_ROCK_LEVEL1,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL1,Uncommon Travertine 1,1800.0,Silver,https://render.albiononline.com/v1/item/T4_ROCK,Travertine,1.0,,,,,,,,,,,,,1
1088,T4_ROCK_LEVEL2,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL2,Rare Travertine 2,3600.0,Silver,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL1,Uncommon Travertine,1.0,,,,,,,,,,,,,2
1089,T4_ROCK_LEVEL3,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL3,Exceptional Travertine 3,7200.0,Silver,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL2,Rare Travertine,1.0,,,,,,,,,,,,,3
1090,T4_RUNE,https://render.albiononline.com/v1/item/T4_RUNE,Adept's Rune ,,,https://render.albiononline.com/v1/item/T4_ESSENCE_POTION,Adept's Arcane Essence,20.0,,,,,,,,,,,,,
1091,T4_SHARD_AVALONIAN,https://render.albiononline.com/v1/item/T4_SHARD_AVALONIAN,Adept's Avalonian Shard ,2500.0,Silver,https://render.albiononline.com/v1/item/T4_RELIC,Adept's Relic,1.0,,,,,,,,,,,,,
1092,T4_SHOES_CLOTH_HELL,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_HELL,Adept's Fiend Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_HELL,Adept's Infernal Cloth Bindings,1.0,,,,,,,,,,
1093,T4_SHOES_CLOTH_HELL@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_HELL@1,Adept's Fiend Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_HELL,Adept's Infernal Cloth Bindings,1.0,,,,,,,,,,1
1094,T4_SHOES_CLOTH_HELL@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_HELL@2,Adept's Fiend Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_HELL,Adept's Infernal Cloth Bindings,1.0,,,,,,,,,,2
1095,T4_SHOES_CLOTH_HELL@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_HELL@3,Adept's Fiend Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_HELL,Adept's Infernal Cloth Bindings,1.0,,,,,,,,,,3
1096,T4_SHOES_CLOTH_HELL@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_HELL@4,Adept's Fiend Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_HELL,Adept's Infernal Cloth Bindings,1.0,,,,,,,,,,4
1097,T4_SHOES_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER,Adept's Druid Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,
1098,T4_SHOES_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER,Adept's Druid Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,
1099,T4_SHOES_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER@1,Adept's Cleric Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,1
1100,T4_SHOES_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER@1,Adept's Druid Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,1
1101,T4_SHOES_CLOTH_KEEPER@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER@2,Adept's Druid Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,2
1102,T4_SHOES_CLOTH_KEEPER@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER@3,Adept's Druid Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,3
1103,T4_SHOES_CLOTH_KEEPER@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_KEEPER@4,Adept's Druid Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_CLOTH_KEEPER,Adept's Druidic Bindings,1.0,,,,,,,,,,4
1104,T4_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1,Adept's Scholar Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,
1105,T4_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1,Adept's Scholar Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,
1106,T4_SHOES_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@1,Adept's Scholar Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1107,T4_SHOES_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@1,Adept's Scholar Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1108,T4_SHOES_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@2,Adept's Scholar Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,,,,,,,,,,,,,2
1109,T4_SHOES_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@2,Adept's Scholar Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,,,,,,,,,,,,,2
1110,T4_SHOES_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@3,Adept's Scholar Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,,,,,,,,,,,,,3
1111,T4_SHOES_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@3,Adept's Scholar Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,,,,,,,,,,,,,3
1112,T4_SHOES_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@4,Adept's Scholar Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,,,,,,,,,,,,,4
1113,T4_SHOES_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET1@4,Adept's Scholar Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,,,,,,,,,,,,,4
1114,T4_SHOES_CLOTH_SET2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2,Adept's Cleric Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,
1115,T4_SHOES_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@1,Adept's Cleric Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1116,T4_SHOES_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@1,Adept's Cleric Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1117,T4_SHOES_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@2,Adept's Cleric Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,,,,,,,,,,,,,2
1118,T4_SHOES_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@2,Adept's Cleric Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,,,,,,,,,,,,,2
1119,T4_SHOES_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@3,Adept's Cleric Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,,,,,,,,,,,,,3
1120,T4_SHOES_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@3,Adept's Cleric Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,,,,,,,,,,,,,3
1121,T4_SHOES_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@4,Adept's Cleric Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,,,,,,,,,,,,,4
1122,T4_SHOES_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET2@4,Adept's Cleric Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,,,,,,,,,,,,,4
1123,T4_SHOES_CLOTH_SET3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3,Adept's Mage Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,
1124,T4_SHOES_CLOTH_SET3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3,Adept's Mage Sandals ,,429,https://render.albiononline.com/v1/item/T4_CLOTH,Fine Cloth,8.0,,,,,,,,,,,,,
1125,T4_SHOES_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3@1,Adept's Mage Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1126,T4_SHOES_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3@1,Adept's Mage Sandals 1,,750,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL1,Uncommon Fine Cloth,8.0,,,,,,,,,,,,,1
1127,T4_SHOES_CLOTH_SET3@2,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3@2,Adept's Mage Sandals 2,,1313,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL2,Rare Fine Cloth,8.0,,,,,,,,,,,,,2
1128,T4_SHOES_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3@3,Adept's Mage Sandals 3,,2298,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL3,Exceptional Fine Cloth,8.0,,,,,,,,,,,,,3
1129,T4_SHOES_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T4_SHOES_CLOTH_SET3@4,Adept's Mage Sandals 4,,4021,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,8.0,,,,,,,,,,,,,4
1130,T4_SHOES_LEATHER_HELL,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_HELL,Adept's Hellion Shoes ,,429,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_HELL,Adept's Demonhide Bindings,1.0,,,,,,,,,,
1131,T4_SHOES_LEATHER_HELL@1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_HELL@1,Adept's Hellion Shoes 1,,750,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_HELL,Adept's Demonhide Bindings,1.0,,,,,,,,,,1
1132,T4_SHOES_LEATHER_HELL@2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_HELL@2,Adept's Hellion Shoes 2,,1313,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,8.0,https://albiononline2d.com/en/item/id/T4_ARTEFACT_SHOES_LEATHER_HELL,Adept's Demonhide Bindings,1.0,,,,,,,,,,2
1133,T4_SHOES_LEATHER_HELL@3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_HELL@3,Adept's Hellion Shoes 3,,2298,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_HELL,Adept's Demonhide Bindings,1.0,,,,,,,,,,3
1134,T4_SHOES_LEATHER_HELL@4,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_HELL@4,Adept's Hellion Shoes 4,,4021,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_HELL,Adept's Demonhide Bindings,1.0,,,,,,,,,,4
1135,T4_SHOES_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_MORGANA,Adept's Stalker Shoes ,,429,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Adept's Imbued Soles,1.0,,,,,,,,,,
1136,T4_SHOES_LEATHER_MORGANA@1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_MORGANA@1,Adept's Stalker Shoes 1,,750,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Adept's Imbued Soles,1.0,,,,,,,,,,1
1137,T4_SHOES_LEATHER_MORGANA@2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_MORGANA@2,Adept's Stalker Shoes 2,,1313,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Adept's Imbued Soles,1.0,,,,,,,,,,2
1138,T4_SHOES_LEATHER_MORGANA@3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_MORGANA@3,Adept's Stalker Shoes 3,,2298,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Adept's Imbued Soles,1.0,,,,,,,,,,3
1139,T4_SHOES_LEATHER_MORGANA@4,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_MORGANA@4,Adept's Stalker Shoes 4,,4021,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_LEATHER_MORGANA,Adept's Imbued Soles,1.0,,,,,,,,,,4
1140,T4_SHOES_LEATHER_SET1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET1,Adept's Mercenary Shoes ,,429,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,,,,,,,,,,,,,
1141,T4_SHOES_LEATHER_SET1@1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET1@1,Adept's Mercenary Shoes 1,,750,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,8.0,,,,,,,,,,,,,1
1142,T4_SHOES_LEATHER_SET1@2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET1@2,Adept's Mercenary Shoes 2,,1313,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,8.0,,,,,,,,,,,,,2
1143,T4_SHOES_LEATHER_SET1@3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET1@3,Adept's Mercenary Shoes 3,,2298,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,8.0,,,,,,,,,,,,,3
1144,T4_SHOES_LEATHER_SET1@4,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET1@4,Adept's Mercenary Shoes 4,,4021,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,8.0,,,,,,,,,,,,,4
1145,T4_SHOES_LEATHER_SET2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET2,Adept's Hunter Shoes ,,429,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,,,,,,,,,,,,,
1146,T4_SHOES_LEATHER_SET2@1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET2@1,Adept's Hunter Shoes 1,,750,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,8.0,,,,,,,,,,,,,1
1147,T4_SHOES_LEATHER_SET2@2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET2@2,Adept's Hunter Shoes 2,,1313,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,8.0,,,,,,,,,,,,,2
1148,T4_SHOES_LEATHER_SET2@3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET2@3,Adept's Hunter Shoes 3,,2298,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,8.0,,,,,,,,,,,,,3
1149,T4_SHOES_LEATHER_SET2@4,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET2@4,Adept's Hunter Shoes 4,,4021,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,8.0,,,,,,,,,,,,,4
1150,T4_SHOES_LEATHER_SET3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET3,Adept's Assassin Shoes ,,429,https://render.albiononline.com/v1/item/T4_LEATHER,Worked Leather,8.0,,,,,,,,,,,,,
1151,T4_SHOES_LEATHER_SET3@1,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET3@1,Adept's Assassin Shoes 1,,750,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL1,Uncommon Worked Leather,8.0,,,,,,,,,,,,,1
1152,T4_SHOES_LEATHER_SET3@2,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET3@2,Adept's Assassin Shoes 2,,1313,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL2,Rare Worked Leather,8.0,,,,,,,,,,,,,2
1153,T4_SHOES_LEATHER_SET3@3,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET3@3,Adept's Assassin Shoes 3,,2298,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL3,Exceptional Worked Leather,8.0,,,,,,,,,,,,,3
1154,T4_SHOES_LEATHER_SET3@4,https://render.albiononline.com/v1/item/T4_SHOES_LEATHER_SET3@4,Adept's Assassin Shoes 4,,4021,https://render.albiononline.com/v1/item/T4_LEATHER_LEVEL4,Pristine Worked Leather,8.0,,,,,,,,,,,,,4
1155,T4_SHOES_PLATE_HELL,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL,Adept's Demon Boots ,,429,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,
1156,T4_SHOES_PLATE_HELL,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL,Adept's Demon Boots ,,429,https://render.albiononline.com/v1/item/T4_METALBAR,Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,
1157,T4_SHOES_PLATE_HELL@1,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL@1,Adept's Demon Boots 1,,750,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,1
1158,T4_SHOES_PLATE_HELL@1,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL@1,Adept's Demon Boots 1,,750,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL1,Uncommon Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,1
1159,T4_SHOES_PLATE_HELL@2,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL@2,Adept's Demon Boots 2,,1313,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL2,Rare Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,2
1160,T4_SHOES_PLATE_HELL@3,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL@3,Adept's Demon Boots 3,,2298,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,3
1161,T4_SHOES_PLATE_HELL@3,https://render.albiononline.com/v1/item/T4_SHOES_PLATE_HELL@3,Adept's Demon Boots 3,,2298,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL3,Exceptional Steel Bar,8.0,https://render.albiononline.com/v1/item/T4_ARTEFACT_SHOES_PLATE_HELL,Adept's Demonic Filling,1.0,,,,,,,,,,3
