Category_Name,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount
T8_LEATHER_LEVEL3,Exceptional Fortified Leather (T8),2694,,Exceptional Resilient Hide,5,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL3,Exceptional Reinforced Leather,1,,,
T8_LEATHER_LEVEL4,Pristine Fortified Leather (T8),1,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL4,Pristine Resilient Hide,5,https://render.albiononline.com/v1/item/T7_LEATHER_LEVEL4,Pristine Reinforced Leather,1,,,
T8_MAIN_ARCANESTAFF@4,Elder's Arcane Staff (T8),113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,8,,,
T8_MAIN_CURSEDSTAFF,Elder's Cursed Staff (T8),12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,8,,,
T8_MAIN_CURSEDSTAFF@1,Elder's Cursed Staff (T8),21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,8,,,
T8_MAIN_CURSEDSTAFF@2,Elder's Cursed Staff (T8),36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,8,,,
T8_MAIN_CURSEDSTAFF@3,Elder's Cursed Staff (T8),64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,8,,,
T8_MAIN_CURSEDSTAFF@4,Elder's Dual Swords (T8),150858,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Adamantium Steel Bar,20,https://render.albiononline.com/v1/item/T8_LEATHER_LEVEL4,Pristine Fortified Leather,12,,,
T8_MAIN_HAMMER,Elder's Hammer (T8),12064,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,24,,,,,,
T8_MAIN_HAMMER@1,Elder's Hammer (T8),21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,24,,,,,,
T8_MAIN_HAMMER@4,Elder's Hammer (T8),113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,24,,,,,,
T8_MAIN_MACE@3,Elder's Mace (T8),64653,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,,,
T8_MAIN_MACE@4,Elder's Mace (T8),113144,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,,,
T8_MAIN_ROCKMACE_KEEPER,Elder's Bedrock Mace (T8),21111,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,16,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,https://render.albiononline.com/v1/item/T8_ARTEFACT_MAIN_ROCKMACE_KEEPER,Elder's Runed Rock,1
T8_MAIN_SPEAR,Elder's Spear (T8),12064,https://render.albiononline.com/v1/item/T8_PLANKS,Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,8,,,
T8_MAIN_SPEAR@1,Elder's Spear (T8),21111,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL1,Uncommon Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,8,,,
T8_MAIN_SPEAR@2,Elder's Spear (T8),36945,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL2,Rare Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,8,,,
T8_MAIN_SPEAR@3,Elder's Spear (T8),64653,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL3,Exceptional Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,8,,,
T8_MAIN_SPEAR@4,Elder's Spear (T8),113144,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,16,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,8,,,
T8_MEAT,Raw Beef (T8),20,https://render.albiononline.com/v1/item/T8_FARM_COW_GROWN,Cow,1,,,,,,
T8_MILK,Cow's Milk (T8),,,,,,,,,,
T8_OFF_TORCH,Elder's Torch (T8),37715,https://render.albiononline.com/v1/item/T8_PLANKS_LEVEL4,Pristine Whitewood Planks,4,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,4,,,
T8_ORE,Adamantium Ore (T8),0,https://render.albiononline.com/v1/item/T7_ORE,Meteorite Ore,1,,,,,,
T8_ORE_LEVEL1,Uncommon Adamantium Ore (T8),,,Uncommon Meteorite Ore,1,,,,,,
T8_PUMPKIN,Pumpkin (T8),,,,,,,,,,
T8_RELIC,Elder's Relic (T8),,https://render.albiononline.com/v1/item/T7_RELIC,Grandmaster's Relic,5,,,,,,
T8_SHARD_AVALONIAN,Elder's Avalonian Shard (T8),,https://render.albiononline.com/v1/item/T7_SHARD_AVALONIAN,Grandmaster's Avalonian Shard,5,,,,,,
T8_SHOES_CLOTH_SET1,Elder's Scholar Sandals (T8),4021,https://render.albiononline.com/v1/item/T8_CLOTH,Baroque Cloth,8,,,,,,
T8_SHOES_CLOTH_SET1@1,Elder's Scholar Sandals (T8),7037,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,
T8_SHOES_CLOTH_SET1@2,Elder's Scholar Sandals (T8),12315,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL2,Rare Baroque Cloth,8,,,,,,
T8_SHOES_CLOTH_SET1@3,Elder's Scholar Sandals (T8),21551,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL3,Exceptional Baroque Cloth,8,,,,,,
T8_SHOES_CLOTH_SET1@4,Elder's Scholar Sandals (T8),37715,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL4,Pristine Baroque Cloth,8,,,,,,
T8_SHOES_CLOTH_SET3@1,Elder's Mage Sandals (T8),7037,https://render.albiononline.com/v1/item/T8_CLOTH_LEVEL1,Uncommon Baroque Cloth,8,,,,,,
T8_SHOES_PLATE_SET1,Elder's Soldier Boots (T8),4021,https://render.albiononline.com/v1/item/T8_METALBAR,Adamantium Steel Bar,8,,,,,,
T8_SHOES_PLATE_SET1@1,Elder's Soldier Boots (T8),7037,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL1,Uncommon Adamantium Steel Bar,8,,,,,,
T8_SHOES_PLATE_SET1@2,Elder's Soldier Boots (T8),12315,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL2,Rare Adamantium Steel Bar,8,,,,,,
T8_SHOES_PLATE_SET1@3,Elder's Soldier Boots (T8),21551,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL3,Exceptional Adamantium Steel Bar,8,,,,,,
T8_SHOES_PLATE_SET1@4,Elder's Soldier Boots (T8),37715,https://render.albiononline.com/v1/item/T8_METALBAR_LEVEL4,Pristine Adamantium Steel Bar,8,,,,,,
T8_YARROW,Ghoul Yarrow (T8),,,,,,,,,,
TREASURE_AVALON_RARITY1,Golden Frame (T6),,,,,,,,,,
TREASURE_AVALON_RARITY2,Golden Gyroscope (T7),,,,,,,,,,
TREASURE_AVALON_RARITY3,Golden Sextant (T8),,,,,,,,,,
TREASURE_CEREMONIAL_RARITY1,Ornamental Scepter (T4),,,,,,,,,,
TREASURE_CEREMONIAL_RARITY2,Globus Cruciger (T5),,,,,,,,,,
TREASURE_CEREMONIAL_RARITY3,Golden Crown (T6),,,,,,,,,,
TREASURE_DECORATIVE_RARITY1,Simple Stone Toy (T4),,,,,,,,,,
TREASURE_DECORATIVE_RARITY2,Stone Mask (T5),,,,,,,,,,
TREASURE_DECORATIVE_RARITY3,Stone Idol (T6),,,,,,,,,,
TREASURE_KNOWLEDGE_RARITY1,Corrupted Scroll (T4),,,,,,,,,,
TREASURE_KNOWLEDGE_RARITY2,Thin Booklet (T5),,,,,,,,,,
TREASURE_KNOWLEDGE_RARITY3,Ancient Tome (T6),,,,,,,,,,
TREASURE_RITUAL_RARITY1,Ritual Candles (T4),,,,,,,,,,
TREASURE_RITUAL_RARITY2,Blood Chalice (T5),,,,,,,,,,
TREASURE_RITUAL_RARITY3,Sacrificial Dagger (T6),,,,,,,,,,
TREASURE_SILVERWARE_RARITY1,Silver Cup (T4),,,,,,,,,,
TREASURE_SILVERWARE_RARITY2,Silver Mirror (T5),,,,,,,,,,
TREASURE_SILVERWARE_RARITY3,Silver Candelabrum (T6),,,,,,,,,,
TREASURE_TRIBAL_RARITY1,Feather Talisman (T4),,,,,,,,,,
TREASURE_TRIBAL_RARITY2,Dreamcatcher (T5),,,,,,,,,,
TREASURE_TRIBAL_RARITY3,Holy Fetish (T6),,,,,,,,,,
﻿Page_URL,Text,Crafting_Focus
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HARPOON_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/QUESTITEM_TOKEN_AVALON,Used In (108),
https://albiononline2d.com/en/item/id/T2_HEAD_LEATHER_SET1,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_KEEPER@3,Crafting Requirements (3),
https://albiononline2d.com/en/item/id/T3_FISH_FRESHWATER_SWAMP_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T4_2H_CURSEDSTAFF@1,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HOLYSTAFF_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_HAMMER@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T3_FISH_SALTWATER_ALL_COMMON,Used In (1),
https://albiononline2d.com/en/item/id/T3_FISH_SALTWATER_ALL_RARE,Used In (9),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_HOLYSTAFF_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T1_2H_TOOL_AXE,Crafting Requirements (2),0
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET1,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_2H_CURSEDSTAFF@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T2_HEAD_PLATE_SET1,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_HAMMER_UNDEAD,Crafting Requirements (3),1715
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_ICECRYSTAL_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_NATURESTAFF_HELL@3,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET2@3,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T4_2H_WARBOW@2,Crafting Requirements (1),5252
https://albiononline2d.com/en/item/id/T4_2H_ARCANESTAFF_HELL@3,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T2_HIDE,Used In (1),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_ICEGAUNTLETS_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T1_2H_TOOL_HAMMER,Crafting Requirements (2),0
https://albiononline2d.com/en/item/id/T4_2H_CURSEDSTAFF@3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T2_MAIN_FIRESTAFF,Crafting Requirements (2),420
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_INFERNOSTAFF_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T3_HEAD_CLOTH_SET1,Crafting Requirements (1),245
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T2_MAIN_SWORD,Crafting Requirements (2),420
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET1@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_2H_NATURESTAFF_HELL@4,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T1_2H_TOOL_KNIFE,Crafting Requirements (2),0
https://albiononline2d.com/en/item/id/T4_2H_CURSEDSTAFF@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T4_2H_WARBOW@3,Crafting Requirements (1),9191
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET2@4,Crafting Requirements (1),8042
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_IRONGAUNTLETS_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_HAMMER_UNDEAD@1,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T4_2H_ARCANESTAFF_HELL@4,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T2_MOUNT_MULE,Crafting Requirements (0),486
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF@3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_MACE_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T1_2H_TOOL_PICK,Crafting Requirements (2),0
https://albiononline2d.com/en/item/id/T2_OFF_BOOK,Crafting Requirements (2),140
https://albiononline2d.com/en/item/id/T3_HEAD_LEATHER_SET1,Crafting Requirements (1),245
https://albiononline2d.com/en/item/id/T4_2H_DAGGERPAIR,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET1@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_NATURESTAFF_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_HAMMER_UNDEAD@2,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T2_OFF_SHIELD,Crafting Requirements (2),140
https://albiononline2d.com/en/item/id/T1_ARMOR_LEATHER_SET1,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T2_ORE,Used In (1),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_NATURESTAFF_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_AXE,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T1_CARROT,Used In (32),
https://albiononline2d.com/en/item/id/T4_2H_POLEHAMMER,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET3,Crafting Requirements (1),858
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF_HELL,Crafting Requirements (3),1715
https://albiononline2d.com/en/item/id/T4_2H_WARBOW@4,Crafting Requirements (1),16085
https://albiononline2d.com/en/item/id/T2_POTION_HEAL,Crafting Requirements (1),false
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET1@3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_QUARTERSTAFF_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_DAGGERPAIR@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T2_RANDOM_DUNGEON_SOLO_TOKEN_1,Buffs,
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET2@4,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET2@2,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T1_FACTION_FOREST_TOKEN_1,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_RAM_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_LYMHURST,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T2_ROCK,Used In (1),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_SPEAR_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET3,Crafting Requirements (1),429
https://albiononline2d.com/en/item/id/T4_2H_HAMMER_UNDEAD@3,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T3_HEAD_PLATE_SET1,Crafting Requirements (1),245
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF_HELL@1,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET1@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET2@3,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T1_FACTION_STEPPE_TOKEN_1,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_ROCKSTAFF_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_AXE@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET3@1,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T4_2H_DAGGERPAIR@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_LYMHURST@1,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T2_SHOES_CLOTH_SET1,Crafting Requirements (1),140
https://albiononline2d.com/en/item/id/T4_ARTEFACT_MAIN_SPEAR_LANCE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_WILDSTAFF,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET3@2,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_SCYTHE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET3,Crafting Requirements (1),429
https://albiononline2d.com/en/item/id/T1_FACTION_SWAMP_TOKEN_1,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET3@1,Crafting Requirements (1),1501
https://albiononline2d.com/en/item/id/T3_HIDE,Used In (1),
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF_HELL@2,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET3@3,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T2_SHOES_LEATHER_SET1,Crafting Requirements (1),140
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_SKULLORB_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET3@2,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_CENSER_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_DAGGERPAIR@3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T4_2H_HAMMER_UNDEAD@4,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF_HELL@3,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T1_FARM_CARROT_SEED,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_LYMHURST@2,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_SET3@4,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_TRIDENT_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T1_FISH_FRESHWATER_ALL_COMMON,Used In (1),
https://albiononline2d.com/en/item/id/T4_2H_AXE@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T1_FISH_SALTWATER_ALL_COMMON,Used In (1),
https://albiononline2d.com/en/item/id/T2_SHOES_PLATE_SET1,Crafting Requirements (1),140
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET3@3,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET2,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_UNDEAD,Crafting Requirements (2),429
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_DEMONSKULL_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_POLEHAMMER@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_2H_HARPOON_HELL,Crafting Requirements (3),1715
https://albiononline2d.com/en/item/id/T4_ARTEFACT_2H_TWINSCYTHE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T2_WOOD,Used In (1),
https://albiononline2d.com/en/item/id/T4_2H_DAGGERPAIR@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_LYMHURST@3,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T4_2H_FIRESTAFF_HELL@4,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_UNDEAD@1,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T4_HEAD_CLOTH_SET3@4,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T4_2H_WILDSTAFF@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_LEATHER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T3_MAIN_ARCANESTAFF,Crafting Requirements (2),735
https://albiononline2d.com/en/item/id/T1_FISHCHOPS,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET3@2,Crafting Requirements (1),2626
https://albiononline2d.com/en/item/id/T3_2H_BOW,Crafting Requirements (1),980
https://albiononline2d.com/en/item/id/T4_2H_HARPOON_HELL@1,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_HORN_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET2@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_UNDEAD@2,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_HELL,Crafting Requirements (2),429
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_LYMHURST@4,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T1_FISHINGBAIT,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_DEMONICSTAFF,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T3_2H_CROSSBOW,Crafting Requirements (2),980
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_LEATHER_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_HELL@1,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_UNDEAD@3,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T4_2H_HARPOON_HELL@2,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T4_2H_FLAIL,Crafting Requirements (2),1715
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_JESTERCANE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_AXE@3,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_LEATHER_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T1_FISHSAUCE_LEVEL1,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_HELL@2,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T3_MAIN_AXE,Crafting Requirements (2),735
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_MARTLOCK,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T3_2H_KNUCKLES_SET1,Crafting Requirements (2),980
https://albiononline2d.com/en/item/id/T4_HEAD_PLATE_UNDEAD@4,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T4_HIDE,Used In (3),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_PLATE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_2H_HARPOON_HELL@3,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T4_2H_DEMONICSTAFF@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_2H_WILDSTAFF@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_HELL@3,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_LAMP_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_ARMOR_LEATHER_SET3@3,Crafting Requirements (1),4596
https://albiononline2d.com/en/item/id/T1_FISHSAUCE_LEVEL2,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T4_2H_POLEHAMMER@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_PLATE_FEY,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_MARTLOCK@1,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T4_2H_KNUCKLES_SET2@2,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T4_2H_FLAIL@1,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_HELL@4,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T4_HIDE_LEVEL1,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T4_2H_AXE@4,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T3_2H_QUARTERSTAFF,Crafting Requirements (2),980
https://albiononline2d.com/en/item/id/T4_ARTEFACT_OFF_ORB_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_PLATE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HEAD_LEATHER_MORGANA,Crafting Requirements (2),429
https://albiononline2d.com/en/item/id/T1_FISHSAUCE_LEVEL3,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T3_MAIN_CURSEDSTAFF,Crafting Requirements (2),735
https://albiononline2d.com/en/item/id/T4_2H_HARPOON_HELL@4,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T4_2H_DEMONICSTAFF@2,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T4_CAPEITEM_FW_MARTLOCK@2,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T3_2H_TOOL_FISHINGROD,Crafting Requirements (2),245
https://albiononline2d.com/en/item/id/T4_ARTEFACT_ARMOR_PLATE_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T4_HIDE_LEVEL2,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T4_2H_FLAIL@2,Crafting Requirements (2),5252
