,Category_Name,Category_Images,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
1281,T5_2H_DEMONICSTAFF,https://render.albiononline.com/v1/item/T5_2H_DEMONICSTAFF,Expert's Demonic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1282,T5_2H_DEMONICSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_DEMONICSTAFF@1,Expert's Demonic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1283,T5_2H_DEMONICSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_DEMONICSTAFF@2,Expert's Demonic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1284,T5_2H_DEMONICSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_DEMONICSTAFF@3,Expert's Demonic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1285,T5_2H_DEMONICSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_DEMONICSTAFF@4,Expert's Demonic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1286,T5_2H_DIVINESTAFF,https://render.albiononline.com/v1/item/T5_2H_DIVINESTAFF,Expert's Divine Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,12,,,,,,,,,
1287,T5_2H_DIVINESTAFF@1,https://render.albiononline.com/v1/item/T5_2H_DIVINESTAFF@1,Expert's Divine Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
1288,T5_2H_DIVINESTAFF@2,https://render.albiononline.com/v1/item/T5_2H_DIVINESTAFF@2,Expert's Divine Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
1289,T5_2H_DIVINESTAFF@3,https://render.albiononline.com/v1/item/T5_2H_DIVINESTAFF@3,Expert's Divine Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,,,,,,,,,
1290,T5_2H_DIVINESTAFF@4,https://render.albiononline.com/v1/item/T5_2H_DIVINESTAFF@4,Expert's Divine Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,,,,,,,,,
1291,T5_2H_DOUBLEBLADEDSTAFF,https://render.albiononline.com/v1/item/T5_2H_DOUBLEBLADEDSTAFF,Expert's Double Bladed Staff (T5),,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
1292,T5_2H_DOUBLEBLADEDSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_DOUBLEBLADEDSTAFF@1,Expert's Double Bladed Staff (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
1293,T5_2H_DOUBLEBLADEDSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_DOUBLEBLADEDSTAFF@2,Expert's Double Bladed Staff (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,,,,,,,,,
1294,T5_2H_DOUBLEBLADEDSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_DOUBLEBLADEDSTAFF@3,Expert's Double Bladed Staff (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
1295,T5_2H_DOUBLEBLADEDSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_DOUBLEBLADEDSTAFF@4,Expert's Double Bladed Staff (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,,,,,,,,,
1296,T5_2H_DUALCROSSBOW_HELL,https://render.albiononline.com/v1/item/T5_2H_DUALCROSSBOW_HELL,Expert's Boltcasters (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Expert's Hellish Bolts,1,,,,,,
1297,T5_2H_DUALCROSSBOW_HELL@1,https://render.albiononline.com/v1/item/T5_2H_DUALCROSSBOW_HELL@1,Expert's Boltcasters (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Expert's Hellish Bolts,1,,,,,,
1298,T5_2H_DUALCROSSBOW_HELL@2,https://render.albiononline.com/v1/item/T5_2H_DUALCROSSBOW_HELL@2,Expert's Boltcasters (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Expert's Hellish Bolts,1,,,,,,
1299,T5_2H_DUALCROSSBOW_HELL@3,https://render.albiononline.com/v1/item/T5_2H_DUALCROSSBOW_HELL@3,Expert's Boltcasters (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Expert's Hellish Bolts,1,,,,,,
1300,T5_2H_DUALCROSSBOW_HELL@4,https://render.albiononline.com/v1/item/T5_2H_DUALCROSSBOW_HELL@4,Expert's Boltcasters (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALCROSSBOW_HELL,Expert's Hellish Bolts,1,,,,,,
1301,T5_2H_DUALHAMMER_HELL,https://render.albiononline.com/v1/item/T5_2H_DUALHAMMER_HELL,Adept's Forge Hammers (T4),,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,20,https://render.albiononline.com/v1/item/T4_CLOTH_LEVEL4,Pristine Fine Cloth,12,https://render.albiononline.com/v1/item/T4_ARTEFACT_2H_DUALHAMMER_HELL,Adept's Hellish Hammer Heads,1,,,,,,
1303,T5_2H_DUALHAMMER_HELL@1,https://render.albiononline.com/v1/item/T5_2H_DUALHAMMER_HELL@1,Expert's Forge Hammers (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALHAMMER_HELL,Expert's Hellish Hammer Heads,1,,,,,,
1304,T5_2H_DUALHAMMER_HELL@2,https://render.albiononline.com/v1/item/T5_2H_DUALHAMMER_HELL@2,Expert's Forge Hammers (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALHAMMER_HELL,Expert's Hellish Hammer Heads,1,,,,,,
1306,T5_2H_DUALHAMMER_HELL@3,https://render.albiononline.com/v1/item/T5_2H_DUALHAMMER_HELL@3,Expert's Forge Hammers (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALHAMMER_HELL,Expert's Hellish Hammer Heads,1,,,,,,
1307,T5_2H_DUALHAMMER_HELL@4,https://render.albiononline.com/v1/item/T5_2H_DUALHAMMER_HELL@4,Expert's Forge Hammers (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_DUALHAMMER_HELL,Expert's Hellish Hammer Heads,1,,,,,,
1309,T5_2H_DUALSWORD,https://render.albiononline.com/v1/item/T5_2H_DUALSWORD,Expert's Dual Swords (T5),,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,12,,,,,,,,,
1310,T5_2H_DUALSWORD@1,https://render.albiononline.com/v1/item/T5_2H_DUALSWORD@1,Expert's Dual Swords (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,12,,,,,,,,,
1311,T5_2H_DUALSWORD@2,https://render.albiononline.com/v1/item/T5_2H_DUALSWORD@2,Expert's Dual Swords (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,12,,,,,,,,,
1312,T5_2H_DUALSWORD@3,https://render.albiononline.com/v1/item/T5_2H_DUALSWORD@3,Expert's Dual Swords (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,12,,,,,,,,,
1313,T5_2H_DUALSWORD@4,https://render.albiononline.com/v1/item/T5_2H_DUALSWORD@4,Expert's Dual Swords (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,12,,,,,,,,,
1314,T5_2H_ENIGMATICSTAFF,https://render.albiononline.com/v1/item/T5_2H_ENIGMATICSTAFF,Expert's Enigmatic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1315,T5_2H_ENIGMATICSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_ENIGMATICSTAFF@1,Expert's Enigmatic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1316,T5_2H_ENIGMATICSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_ENIGMATICSTAFF@2,Expert's Enigmatic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1317,T5_2H_ENIGMATICSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_ENIGMATICSTAFF@3,Expert's Enigmatic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1318,T5_2H_ENIGMATICSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_ENIGMATICSTAFF@4,Expert's Enigmatic Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,,,,,,,,,
1319,T5_2H_FIRESTAFF,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF,Expert's Great Fire Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1320,T5_2H_FIRESTAFF@1,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF@1,Expert's Great Fire Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1321,T5_2H_FIRESTAFF@2,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF@2,Expert's Great Fire Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1322,T5_2H_FIRESTAFF@3,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF@3,Expert's Great Fire Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1323,T5_2H_FIRESTAFF@4,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF@4,Expert's Great Fire Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,,,,,,,,,
1324,T5_2H_FIRESTAFF_HELL,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF_HELL,Expert's Brimstone Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_FIRESTAFF_HELL,Expert's Burning Orb,1,,,,,,
1325,T5_2H_FIRESTAFF_HELL@1,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF_HELL@1,Expert's Brimstone Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_FIRESTAFF_HELL,Expert's Burning Orb,1,,,,,,
1326,T5_2H_FIRESTAFF_HELL@2,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF_HELL@2,Expert's Brimstone Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_FIRESTAFF_HELL,Expert's Burning Orb,1,,,,,,
1327,T5_2H_FIRESTAFF_HELL@3,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF_HELL@3,Expert's Brimstone Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_FIRESTAFF_HELL,Expert's Burning Orb,1,,,,,,
1328,T5_2H_FIRESTAFF_HELL@4,https://render.albiononline.com/v1/item/T5_2H_FIRESTAFF_HELL@4,Expert's Brimstone Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_FIRESTAFF_HELL,Expert's Burning Orb,1,,,,,,
1329,T5_2H_FLAIL,https://render.albiononline.com/v1/item/T5_2H_FLAIL,Expert's Morning Star (T5),,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,12,,,,,,,,,
1331,T5_2H_FLAIL@1,https://render.albiononline.com/v1/item/T5_2H_FLAIL@1,Expert's Morning Star (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
1333,T5_2H_FLAIL@2,https://render.albiononline.com/v1/item/T5_2H_FLAIL@2,Expert's Morning Star (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
1334,T5_2H_FLAIL@3,https://render.albiononline.com/v1/item/T5_2H_FLAIL@3,Expert's Morning Star (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,,,,,,,,,
1336,T5_2H_FLAIL@4,https://render.albiononline.com/v1/item/T5_2H_FLAIL@4,Expert's Morning Star (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,,,,,,,,,
1338,T5_2H_FROSTSTAFF,https://render.albiononline.com/v1/item/T5_2H_FROSTSTAFF,Expert's Great Frost Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1339,T5_2H_FROSTSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_FROSTSTAFF@1,Expert's Great Frost Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1340,T5_2H_FROSTSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_FROSTSTAFF@2,Expert's Great Frost Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1341,T5_2H_FROSTSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_FROSTSTAFF@3,Expert's Great Frost Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1342,T5_2H_FROSTSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_FROSTSTAFF@4,Expert's Great Frost Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,,,,,,,,,
1343,T5_2H_GLACIALSTAFF,https://render.albiononline.com/v1/item/T5_2H_GLACIALSTAFF,Expert's Glacial Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1344,T5_2H_GLACIALSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_GLACIALSTAFF@1,Expert's Glacial Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1345,T5_2H_GLACIALSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_GLACIALSTAFF@2,Expert's Glacial Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1346,T5_2H_GLACIALSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_GLACIALSTAFF@3,Expert's Glacial Staff (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1347,T5_2H_GLACIALSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_GLACIALSTAFF@4,Expert's Glacial Staff (T5),,,,,,,,,,,,,,,,
1348,T5_2H_GLAIVE,https://render.albiononline.com/v1/item/T5_2H_GLAIVE,Expert's Glaive (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,12,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,20,,,,,,,,,
1349,T5_2H_GLAIVE@1,https://render.albiononline.com/v1/item/T5_2H_GLAIVE@1,Expert's Glaive (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,12,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,,,,,,,,,
1350,T5_2H_GLAIVE@2,https://render.albiononline.com/v1/item/T5_2H_GLAIVE@2,Expert's Glaive (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,12,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,,,,,,,,,
1351,T5_2H_GLAIVE@3,https://render.albiononline.com/v1/item/T5_2H_GLAIVE@3,Expert's Glaive (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,12,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,,,,,,,,,
1352,T5_2H_GLAIVE@4,https://render.albiononline.com/v1/item/T5_2H_GLAIVE@4,Expert's Glaive (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,12,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,20,,,,,,,,,
1353,T5_2H_HALBERD,https://render.albiononline.com/v1/item/T5_2H_HALBERD,Expert's Halberd (T5),,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
1354,T5_2H_HALBERD@1,https://render.albiononline.com/v1/item/T5_2H_HALBERD@1,Expert's Halberd (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
1355,T5_2H_HALBERD@2,https://render.albiononline.com/v1/item/T5_2H_HALBERD@2,Expert's Halberd (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
1356,T5_2H_HALBERD@3,https://render.albiononline.com/v1/item/T5_2H_HALBERD@3,Expert's Halberd (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
1357,T5_2H_HALBERD@4,https://render.albiononline.com/v1/item/T5_2H_HALBERD@4,Expert's Halberd (T5),,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,,,,,,,,,
1358,T5_2H_HALBERD_MORGANA,https://render.albiononline.com/v1/item/T5_2H_HALBERD_MORGANA,Expert's Carrioncaller (T5),3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HALBERD_MORGANA,Expert's Morgana Halberd Head,1,,,,,,
1359,T5_2H_HALBERD_MORGANA@1,https://render.albiononline.com/v1/item/T5_2H_HALBERD_MORGANA@1,Expert's Carrioncaller (T5),5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HALBERD_MORGANA,Expert's Morgana Halberd Head,1,,,,,,
1360,T5_2H_HALBERD_MORGANA@2,https://render.albiononline.com/v1/item/T5_2H_HALBERD_MORGANA@2,Expert's Carrioncaller (T5),9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HALBERD_MORGANA,Expert's Morgana Halberd Head,1,,,,,,
1361,T5_2H_HALBERD_MORGANA@3,https://render.albiononline.com/v1/item/T5_2H_HALBERD_MORGANA@3,Expert's Carrioncaller (T5),16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HALBERD_MORGANA,Expert's Morgana Halberd Head,1,,,,,,
