Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
T5_2H_HOLYSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF@1,Expert's Great Holy Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
T5_2H_HOLYSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF@2,Expert's Great Holy Staff (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
T5_2H_HOLYSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF@3,Expert's Great Holy Staff (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,,,,,,,,,
T5_2H_HOLYSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF@4,Expert's Great Holy Staff (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,,,,,,,,,
T5_2H_HOLYSTAFF_HELL,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF_HELL,Expert's Fallen Staff (T5),,3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HOLYSTAFF_HELL,Expert's Infernal Scroll,1,,,,,,
T5_2H_HOLYSTAFF_HELL@1,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF_HELL@1,Expert's Fallen Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HOLYSTAFF_HELL,Expert's Infernal Scroll,1,,,,,,
T5_2H_HOLYSTAFF_HELL@2,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF_HELL@2,Expert's Fallen Staff (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HOLYSTAFF_HELL,Expert's Infernal Scroll,1,,,,,,
T5_2H_HOLYSTAFF_HELL@3,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF_HELL@3,Expert's Fallen Staff (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HOLYSTAFF_HELL,Expert's Infernal Scroll,1,,,,,,
T5_2H_HOLYSTAFF_HELL@4,https://render.albiononline.com/v1/item/T5_2H_HOLYSTAFF_HELL@4,Expert's Fallen Staff (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_HOLYSTAFF_HELL,Expert's Infernal Scroll,1,,,,,,
T5_2H_ICEGAUNTLETS_HELL,https://render.albiononline.com/v1/item/T5_2H_ICEGAUNTLETS_HELL,Expert's Icicle Staff (T5),,3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Expert's Icicle Orb,1,,,,,,
T5_2H_ICEGAUNTLETS_HELL@1,https://render.albiononline.com/v1/item/T5_2H_ICEGAUNTLETS_HELL@1,Expert's Icicle Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Expert's Icicle Orb,1,,,,,,
T5_2H_ICEGAUNTLETS_HELL@2,https://render.albiononline.com/v1/item/T5_2H_ICEGAUNTLETS_HELL@2,Expert's Icicle Staff (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Expert's Icicle Orb,1,,,,,,
T5_2H_ICEGAUNTLETS_HELL@3,https://render.albiononline.com/v1/item/T5_2H_ICEGAUNTLETS_HELL@3,Expert's Icicle Staff (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Expert's Icicle Orb,1,,,,,,
T5_2H_ICEGAUNTLETS_HELL@4,https://render.albiononline.com/v1/item/T5_2H_ICEGAUNTLETS_HELL@4,Expert's Icicle Staff (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_ICEGAUNTLETS_HELL,Expert's Icicle Orb,1,,,,,,
T5_2H_INFERNOSTAFF,https://render.albiononline.com/v1/item/T5_2H_INFERNOSTAFF,Expert's Infernal Staff (T5),,3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,,,,,,,,,
T5_2H_INFERNOSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_INFERNOSTAFF@1,Expert's Infernal Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,,,,,,,,,
T5_2H_INFERNOSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_INFERNOSTAFF@2,Expert's Infernal Staff (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,,,,,,,,,
T5_2H_INFERNOSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_INFERNOSTAFF@3,Expert's Infernal Staff (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,,,,,,,,,
T5_2H_INFERNOSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_INFERNOSTAFF@4,Expert's Infernal Staff (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,20,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,,,,,,,,,
T5_2H_IRONCLADEDSTAFF,https://render.albiononline.com/v1/item/T5_2H_IRONCLADEDSTAFF,Expert's Iron-clad Staff (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
T5_2H_IRONCLADEDSTAFF@1,https://render.albiononline.com/v1/item/T5_2H_IRONCLADEDSTAFF@1,Expert's Iron-clad Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_IRONCLADEDSTAFF@2,https://render.albiononline.com/v1/item/T5_2H_IRONCLADEDSTAFF@2,Expert's Iron-clad Staff (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,,,,,,,,,
T5_2H_IRONCLADEDSTAFF@3,https://render.albiononline.com/v1/item/T5_2H_IRONCLADEDSTAFF@3,Expert's Iron-clad Staff (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
T5_2H_IRONCLADEDSTAFF@4,https://render.albiononline.com/v1/item/T5_2H_IRONCLADEDSTAFF@4,Expert's Iron-clad Staff (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_HELL,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_HELL,Expert's Hellfire Hands (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_HELL,Expert's Severed Demonic Horns,1,,,,,,
T5_2H_KNUCKLES_HELL@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_HELL@1,Expert's Hellfire Hands (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_HELL,Expert's Severed Demonic Horns,1,,,,,,
T5_2H_KNUCKLES_HELL@2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_HELL@2,Expert's Hellfire Hands (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_HELL,Expert's Severed Demonic Horns,1,,,,,,
T5_2H_KNUCKLES_HELL@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_HELL@3,Expert's Hellfire Hands (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_HELL,Expert's Severed Demonic Horns,1,,,,,,
T5_2H_KNUCKLES_HELL@4,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_HELL@4,Expert's Hellfire Hands (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_HELL,Expert's Severed Demonic Horns,1,,,,,,
T5_2H_KNUCKLES_KEEPER,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_KEEPER,Expert's Ursine Maulers (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_KEEPER,Expert's Ursine Guardian Remains,1,,,,,,
T5_2H_KNUCKLES_KEEPER@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_KEEPER@1,Expert's Ursine Maulers (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_KEEPER,Expert's Ursine Guardian Remains,1,,,,,,
T5_2H_KNUCKLES_KEEPER@2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_KEEPER@2,Expert's Ursine Maulers (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_KEEPER,Expert's Ursine Guardian Remains,1,,,,,,
T5_2H_KNUCKLES_KEEPER@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_KEEPER@3,Expert's Ursine Maulers (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_KEEPER,Expert's Ursine Guardian Remains,1,,,,,,
T5_2H_KNUCKLES_KEEPER@4,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_KEEPER@4,Expert's Ursine Maulers (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_KNUCKLES_KEEPER,Expert's Ursine Guardian Remains,1,,,,,,
T5_2H_KNUCKLES_SET1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1,Expert's Brawler Gloves (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1,Expert's Brawler Gloves (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@1,Expert's Brawler Gloves (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@1,Expert's Brawler Gloves (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@2,Expert's Brawler Gloves (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@3,Expert's Brawler Gloves (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@3,Expert's Brawler Gloves (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET1@4,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET1@4,Expert's Brawler Gloves (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET2,Expert's Battle Bracers (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET2@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET2@1,Expert's Battle Bracers (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET2@2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET2@2,Expert's Battle Bracers (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET2@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET2@3,Expert's Battle Bracers (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET2@4,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET2@4,Expert's Battle Bracers (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET3,Expert's Spiked Gauntlets (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET3@1,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET3@1,Expert's Spiked Gauntlets (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET3@2,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET3@2,Expert's Spiked Gauntlets (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET3@3,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET3@3,Expert's Spiked Gauntlets (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,20,,,,,,,,,
T5_2H_KNUCKLES_SET3@4,https://render.albiononline.com/v1/item/T5_2H_KNUCKLES_SET3@4,Expert's Spiked Gauntlets (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,12,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,20,,,,,,,,,
T5_2H_LONGBOW,https://render.albiononline.com/v1/item/T5_2H_LONGBOW,Expert's Longbow (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,32,,,,,,,,,,,,
T5_2H_LONGBOW@1,https://render.albiononline.com/v1/item/T5_2H_LONGBOW@1,Expert's Longbow (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,32,,,,,,,,,,,,
T5_2H_LONGBOW@2,https://render.albiononline.com/v1/item/T5_2H_LONGBOW@2,Expert's Longbow (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,32,,,,,,,,,,,,
T5_2H_LONGBOW@3,https://render.albiononline.com/v1/item/T5_2H_LONGBOW@3,Expert's Longbow (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,32,,,,,,,,,,,,
T5_2H_LONGBOW@4,https://render.albiononline.com/v1/item/T5_2H_LONGBOW@4,Expert's Longbow (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,32,,,,,,,,,,,,
T5_2H_LONGBOW_UNDEAD,https://render.albiononline.com/v1/item/T5_2H_LONGBOW_UNDEAD,Expert's Whispering Bow (T5),,3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,32,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_LONGBOW_UNDEAD,Expert's Ghastly Arrows,1,,,,,,,,,
T5_2H_LONGBOW_UNDEAD@1,https://render.albiononline.com/v1/item/T5_2H_LONGBOW_UNDEAD@1,Expert's Whispering Bow (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,32,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_LONGBOW_UNDEAD,Expert's Ghastly Arrows,1,,,,,,,,,
T5_2H_LONGBOW_UNDEAD@2,https://render.albiononline.com/v1/item/T5_2H_LONGBOW_UNDEAD@2,Expert's Whispering Bow (T5),,9191,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,32,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_LONGBOW_UNDEAD,Expert's Ghastly Arrows,1,,,,,,,,,
T5_2H_LONGBOW_UNDEAD@3,https://render.albiononline.com/v1/item/T5_2H_LONGBOW_UNDEAD@3,Expert's Whispering Bow (T5),,16085,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,32,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_LONGBOW_UNDEAD,Expert's Ghastly Arrows,1,,,,,,,,,
T5_2H_LONGBOW_UNDEAD@4,https://render.albiononline.com/v1/item/T5_2H_LONGBOW_UNDEAD@4,Expert's Whispering Bow (T5),,28148,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,32,https://render.albiononline.com/v1/item/T5_ARTEFACT_2H_LONGBOW_UNDEAD,Expert's Ghastly Arrows,1,,,,,,,,,
T5_2H_MACE,https://render.albiononline.com/v1/item/T5_2H_MACE,Expert's Heavy Mace (T5),,3001,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@1,https://render.albiononline.com/v1/item/T5_2H_MACE@1,Expert's Heavy Mace (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@1,https://render.albiononline.com/v1/item/T5_2H_MACE@1,Expert's Heavy Mace (T5),,5252,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@2,https://render.albiononline.com/v1/item/T5_2H_MACE@2,Expert's Heavy Mace (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@2,https://render.albiononline.com/v1/item/T5_2H_MACE@2,Expert's Heavy Mace (T5),,9191,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@3,https://render.albiononline.com/v1/item/T5_2H_MACE@3,Expert's Heavy Mace (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@3,https://render.albiononline.com/v1/item/T5_2H_MACE@3,Expert's Heavy Mace (T5),,16085,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@4,https://render.albiononline.com/v1/item/T5_2H_MACE@4,Expert's Heavy Mace (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@4,https://render.albiononline.com/v1/item/T5_2H_MACE@4,Expert's Heavy Mace (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,12,,,,,,,,,
T5_2H_MACE@4,https://render.albiononline.com/v1/item/T5_2H_MACE@4,Expert's Heavy Mace (T5),,28148,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,12,,,,,,,,,
T5_2H_NATURESTAFF,https://render.albiononline.com/v1/item/T5_2H_NATURESTAFF,Expert's Great Nature Staff (T5),,3001,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,12,,,,,,,,,
T5_2H_NATURESTAFF@1,https://render.albiononline.com/v1/item/T5_2H_NATURESTAFF@1,Expert's Great Nature Staff (T5),,5252,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,20,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,12,,,,,,,,,
